조사차수,일반_대표자_성별코드,대표자연령대코드,일반_합계종사자수,일반_합계_남자종사자수,일반_합계_여자종사자수,일반_대표자종사자수,일반_대표자_남자종사자수,일반_대표자_여자종사자수,일반_근로계약기간_1년이상_종사자수,일반_근로계약기간_1년이상_남자종사자수,일반_근로계약기간_1년이상_여자종사자수,일반_근로계약기간_3개월이상1년미만_종사자수,일반_근로계약기간_3개월이상1년미만_남자종사자수,일반_근로계약기간_3개월이상1년미만_여자종사자수,일반_근로계약기간_3개월미만_종사자수,일반_근로계약기간_3개월미만_남자종사자수,일반_근로계약기간_3개월미만_여자종사자수,일반_무급가족종사자수,일반_무급가족_남자종사자수,일반_무급가족_여자종사자수,일반_기타근로자종사자수,일반_기타근로자_남자종사자수,일반_기타근로자_여자종사자수,일반_사업자형태코드,산업중분류코드,일반_프랜차이즈가맹점여부,일반_창업형태코드,일반_창업인수승계_연도,일반_창업인수승계_월,일반_사업장이전_경험여부,일반_사업장이전_사유코드,일반_현사업체_직전종사상지위항목코드,일반_창업횟수,창업_동기코드,창업_준비기간_창업_준비기간_년수,창업_준비기간_창업_준비기간_월수,창업_준비활동중요성_사업계획서작성코드,창업_준비활동중요성_시장조사코드,창업_준비활동중요성_동종업종종사경험코드,창업_준비활동중요성_창업교육코드,창업_준비활동_사업계획서작성여부,창업_준비활동_시장조사여부,창업_준비활동_동종업종종사경험여부,창업_준비활동_창업교육여부,창업_어려움정도_입지선정코드,창업_어려움정도_업종선택코드,창업_어려움정도_자금조달코드,창업_어려움정도_기술확보코드,창업_어려움정도_인력확보코드,창업_어려움정도_행정절차코드,창업_어려움정도_경영방법코드,창업_비용_총창업비용,창업_비용_본인부담금액,경영_영업기간_하루평균시간수,경영_영업기간_월평균일수,경영_영업기간_년간월수,경영_고객결재방법_현금비율,경영_고객결재방법_카드비율,경영_고객결재방법_간편결제비율,경영_고객결재방법_어음비율,경영_고객결재방법_기타비율,경영_고객결재방법_합계비율,경영_점유형태코드,경영_점유형태_임차형태코드,경영_점유형태_보증금액,경영_점유형태_월세금액,경영_점유형태_일정비율지급금액,경영_운영활동코드1,경영_운영활동코드2,경영_운영활동코드3,경영_운영활동코드4,경영_운영활동코드5,경영_운영활동_디지털대응1코드,경영_운영활동_디지털대응2코드,경영_운영활동_디지털대응3코드,경영_운영활동_디지털대응4코드,경영_운영활동_디지털대응5코드,경영_운영활동_디지털대응6코드,경영_단체활동여부,경영_매출금액,경영_영업비용,경영_영업비용_매출원가,경영_영업비용_급여총액,경영_영업비용_임차료,경영_영업비용_기타금액,경영_영업이익,경영_전자상거래_매출실적여부,경영_전자상거래_매출비율,경영_부채여부,경영_부채금액,경영_애로사항1코드,경영_애로사항2코드,정부지원정책_지원경험코드,정부지원정책_추진정책1코드,정부지원정책_추진정책2코드,정부지원정책_재난지원1코드,정부지원정책_재난지원2코드,사업전환_운영계획코드,사업전환_운영계획_소유권승계계획여부,사업전환_노후준비1해당여부,사업전환_노후준비2해당여부,사업전환_노후준비3해당여부,사업전환_노후준비4해당여부,사업전환_노후준비5해당여부,사업체수가중값,종사자수가중값,매출금액가중값,행정구역시도코드,기준연도,일반_대표자_성별코드명,대표자연령대코드명,일반_사업자형태코드명,산업중분류코드명,일반_프랜차이즈가맹점여부명,일반_창업형태코드명,일반_사업장이전_경험여부명,일반_사업장이전_사유코드명,일반_현사업체_직전종사상지위항목코드명,창업_동기코드명,창업_준비활동중요성_사업계획서작성코드명,창업_준비활동중요성_시장조사코드명,창업_준비활동중요성_동종업종종사경험코드명,창업_준비활동중요성_창업교육코드명,창업_준비활동_사업계획서작성여부명,창업_준비활동_시장조사여부명,창업_준비활동_동종업종종사경험여부명,창업_준비활동_창업교육여부명,창업_어려움정도_입지선정코드명,창업_어려움정도_업종선택코드명,창업_어려움정도_자금조달코드명,창업_어려움정도_기술확보코드명,창업_어려움정도_인력확보코드명,창업_어려움정도_행정절차코드명,창업_어려움정도_경영방법코드명,경영_점유형태코드명,경영_점유형태_임차형태코드명,경영_운영활동코드1명,경영_운영활동코드2명,경영_운영활동코드3명,경영_운영활동코드4명,경영_운영활동코드5명,경영_운영활동_디지털대응1코드명,경영_운영활동_디지털대응2코드명,경영_운영활동_디지털대응3코드명,경영_운영활동_디지털대응4코드명,경영_운영활동_디지털대응5코드명,경영_운영활동_디지털대응6코드명,경영_단체활동여부명,경영_전자상거래_매출실적여부명,경영_부채여부명,경영_애로사항1코드명,경영_애로사항2코드명,정부지원정책_지원경험코드명,정부지원정책_추진정책1코드명,정부지원정책_추진정책2코드명,정부지원정책_재난지원1코드명,정부지원정책_재난지원2코드명,사업전환_운영계획코드명,사업전환_운영계획_소유권승계계획여부명,사업전환_노후준비1해당여부명,사업전환_노후준비2해당여부명,사업전환_노후준비3해당여부명,사업전환_노후준비4해당여부명,사업전환_노후준비5해당여부명,행정구역시도코드명,그룹구분
6,2,60,2,1.0,1.0,1,,1.0,,,,,,,,,,1.0,1.0,,,,,1,56,2,1,2014,8,2,,4,1,,,,,,,,,,,,,,,,,,,,,6,22,12,100.0,,,,,100.0,2,1.0,300.0,30.0,,6.0,,,,,,,,,,,2,54,30,22.0,0.0,4.0,4.0,24,2,,1,20.0,1.0,6.0,1,3.0,,1.0,4.0,1,2.0,1.0,,,,,747.0689655172,671.5853658537,785.0422231797,22,2022,여,60대,개인,음식점 및 주점업,프랜차이즈 가맹점 아님,신규창업(현 사업체를 처음 설립),아니오,,"일을 하지 않았음(주부, 학생 등)",,,,,,,,,,,,,,,,,임차(전대차 포함),보증금 있는 월세(반전세 포함),활동사항 없음,,,,,,,,,,,아니오,아니오,예,상권쇠퇴,부채상환,지원받음,세제지원,,재난지원금 등 보조금 지원,착한임대인 등 임대료 상생제도 마련,계속운영,아니오,연금(국민·공적·개인·퇴직연금 등),,,,,대구,상권쇠퇴
6,2,60,2,1.0,1.0,1,,1.0,,,,,,,,,,1.0,1.0,,,,,1,56,2,1,2015,8,2,,3,1,,,,,,,,,,,,,,,,,,,,,10,30,12,10.0,90.0,,,,100.0,2,1.0,1500.0,130.0,,6.0,,,,,,,,,,,1,100,81,58.0,0.0,16.0,7.0,19,2,,1,10.0,1.0,3.0,1,3.0,5.0,1.0,5.0,1,2.0,1.0,,,,,535.1363636364,451.3333333333,627.9619506967,24,2022,여,60대,개인,음식점 및 주점업,프랜차이즈 가맹점 아님,신규창업(현 사업체를 처음 설립),아니오,,임금근로자,,,,,,,,,,,,,,,,,임차(전대차 포함),보증금 있는 월세(반전세 포함),활동사항 없음,,,,,,,,,,,예,아니오,예,상권쇠퇴,원재료비·재료매입비·매입원가,지원받음,세제지원,판로지원,재난지원금 등 보조금 지원,"전기, 가스, 수도 요금 등 공공요금 지원",계속운영,아니오,연금(국민·공적·개인·퇴직연금 등),,,,,광주,상권쇠퇴
6,2,60,2,1.0,1.0,1,,1.0,,,,,,,,,,1.0,1.0,,,,,1,56,2,1,2015,8,2,,4,1,,,,,,,,,,,,,,,,,,,,,12,26,12,20.0,80.0,,,,100.0,2,1.0,2000.0,60.0,,6.0,,,,,,,,,,,2,80,57,40.0,0.0,7.0,10.0,23,2,,2,,1.0,4.0,1,1.0,,1.0,,1,2.0,6.0,,,,,824.2592592593,616.1777777778,944.5203476887,23,2022,여,60대,개인,음식점 및 주점업,프랜차이즈 가맹점 아님,신규창업(현 사업체를 처음 설립),아니오,,"일을 하지 않았음(주부, 학생 등)",,,,,,,,,,,,,,,,,임차(전대차 포함),보증금 있는 월세(반전세 포함),활동사항 없음,,,,,,,,,,,아니오,아니오,아니오,상권쇠퇴,최저임금 영향(인건비),지원받음,자금지원,,재난지원금 등 보조금 지원,,계속운영,아니오,없음,,,,,인천,상권쇠퇴
6,2,60,2,1.0,1.0,1,,1.0,,,,,,,,,,1.0,1.0,,,,,1,56,2,1,2019,9,2,,1,2,2.0,1.0,0.0,3.0,5.0,5.0,2.0,2.0,2.0,1.0,2.0,5.0,5.0,5.0,2.0,4.0,1.0,1.0,150.0,30.0,10,16,12,,100.0,,,,100.0,1,,,,,2.0,,,,,,,,,,,2,43,21,11.0,0.0,0.0,10.0,22,2,,1,1000.0,1.0,4.0,1,5.0,6.0,6.0,7.0,4,,1.0,2.0,,,,1062.5176470588,877.0708661417,1192.0744480977,31,2022,여,60대,개인,음식점 및 주점업,프랜차이즈 가맹점 아님,신규창업(현 사업체를 처음 설립),아니오,,다른 업종 사업자,자신만의 사업을 직접 경영하고 싶어서,50%,100%(매우 중요),100%(매우 중요),25%,미수행,미수행,수행,미수행,100%(매우 어려움),100%(매우 어려움),100%(매우 어려움),25%,75%,0%(어려움 없음),0%(어려움 없음),소유,,"홍보활동(전단지 및 명함 배포, 현수막 설치 등 오프라인 홍보활동)",,,,,,,,,,,아니오,아니오,예,상권쇠퇴,최저임금 영향(인건비),지원받음,판로지원,정보화지원,"4대보험료, 국민연금 감면 등 사회보험료 완화, 지원",소상공인 재난보험 제도 신설,은퇴(비경제활동),,연금(국민·공적·개인·퇴직연금 등),"부동산(토지, 건물 등)",,,,경기,상권쇠퇴
6,2,60,2,1.0,1.0,1,,1.0,,,,,,,,,,1.0,1.0,,,,,1,56,2,1,2020,10,1,5.0,2,2,1.0,0.0,2.0,1.0,4.0,4.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,3.0,1.0,25.0,25.0,10,26,12,10.0,85.0,5.0,,,100.0,2,1.0,500.0,55.0,,6.0,,,,,,,,,,,2,100,52,44.0,0.0,7.0,1.0,48,2,,2,,1.0,3.0,1,1.0,3.0,1.0,5.0,1,2.0,1.0,4.0,,,,1062.5176470588,877.0708661417,1192.0744480977,31,2022,여,60대,개인,음식점 및 주점업,프랜차이즈 가맹점 아님,신규창업(현 사업체를 처음 설립),예,"철거, 재건축 등",같은 업종 사업자,임금근로자로 취업이 어려워서,0%(전혀 중요하지 않음),75%,75%,0%(전혀 중요하지 않음),미수행,수행,수행,미수행,50%(어려움),25%,75%,0%(어려움 없음),0%(어려움 없음),50%(어려움),0%(어려움 없음),임차(전대차 포함),보증금 있는 월세(반전세 포함),활동사항 없음,,,,,,,,,,,아니오,아니오,아니오,상권쇠퇴,원재료비·재료매입비·매입원가,지원받음,자금지원,세제지원,재난지원금 등 보조금 지원,"전기, 가스, 수도 요금 등 공공요금 지원",계속운영,아니오,연금(국민·공적·개인·퇴직연금 등),"저축(예금, 적금, 저축성 보험 등)",,,,경기,상권쇠퇴
6,2,60,2,1.0,1.0,1,,1.0,,,,,,,,,,1.0,1.0,,,,,1,56,2,1,2021,10,2,,3,1,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,30.0,30.0,10,28,12,20.0,80.0,,,,100.0,2,1.0,1000.0,35.0,,6.0,,,,,,,,,,,2,38,20,6.0,0.0,4.0,10.0,18,2,,2,,1.0,3.0,1,1.0,,4.0,5.0,4,,2.0,,,,,731.7169811321,587.9411764706,639.1648239148,38,2022,여,60대,개인,음식점 및 주점업,프랜차이즈 가맹점 아님,신규창업(현 사업체를 처음 설립),아니오,,임금근로자,자신만의 사업을 직접 경영하고 싶어서,25%,25%,25%,25%,수행,수행,수행,수행,50%(어려움),25%,50%(어려움),50%(어려움),0%(어려움 없음),25%,25%,임차(전대차 포함),보증금 있는 월세(반전세 포함),활동사항 없음,,,,,,,,,,,아니오,아니오,아니오,상권쇠퇴,원재료비·재료매입비·매입원가,지원받음,자금지원,,착한임대인 등 임대료 상생제도 마련,"전기, 가스, 수도 요금 등 공공요금 지원",은퇴(비경제활동),,"부동산(토지, 건물 등)",,,,,경남,상권쇠퇴
6,2,60,2,1.0,1.0,1,,1.0,,,,,,,,,,1.0,1.0,,,,,1,56,2,1,2021,11,2,,1,2,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,200.0,8,28,12,5.0,95.0,,,,100.0,1,,,,,6.0,,,,,,,,,,,2,60,48,38.0,,0.0,10.0,12,2,,2,,1.0,2.0,1,1.0,6.0,1.0,5.0,1,2.0,1.0,,,,,754.1481481481,633.4285714286,687.1287940935,36,2022,여,60대,개인,음식점 및 주점업,프랜차이즈 가맹점 아님,신규창업(현 사업체를 처음 설립),아니오,,다른 업종 사업자,자신만의 사업을 직접 경영하고 싶어서,0%(전혀 중요하지 않음),0%(전혀 중요하지 않음),0%(전혀 중요하지 않음),0%(전혀 중요하지 않음),미수행,미수행,미수행,미수행,0%(어려움 없음),0%(어려움 없음),0%(어려움 없음),0%(어려움 없음),0%(어려움 없음),0%(어려움 없음),0%(어려움 없음),소유,,활동사항 없음,,,,,,,,,,,아니오,아니오,아니오,상권쇠퇴,동일 업종 경쟁심화,지원받음,자금지원,정보화지원,재난지원금 등 보조금 지원,"전기, 가스, 수도 요금 등 공공요금 지원",계속운영,아니오,연금(국민·공적·개인·퇴직연금 등),,,,,전남,상권쇠퇴
6,2,60,2,1.0,1.0,1,,1.0,,,,,,,,,,1.0,1.0,,,,,1,56,2,1,2021,3,2,,1,3,3.0,0.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,40.0,20.0,8,25,12,10.0,90.0,,,,100.0,2,1.0,1000.0,40.0,,6.0,,,,,,,,,,,2,40,21,10.0,0.0,5.0,6.0,19,2,,1,5.0,1.0,,1,1.0,,2.0,,1,2.0,1.0,,,,,674.1578947368,469.2352941176,633.4771893026,25,2022,여,60대,개인,음식점 및 주점업,프랜차이즈 가맹점 아님,신규창업(현 사업체를 처음 설립),아니오,,다른 업종 사업자,수입이 더 많을거 같아서,0%(전혀 중요하지 않음),50%,25%,0%(전혀 중요하지 않음),미수행,미수행,미수행,미수행,25%,25%,75%,0%(어려움 없음),0%(어려움 없음),0%(어려움 없음),25%,임차(전대차 포함),보증금 있는 월세(반전세 포함),활동사항 없음,,,,,,,,,,,아니오,아니오,예,상권쇠퇴,,지원받음,자금지원,,정책자금 융자 확대,,계속운영,아니오,연금(국민·공적·개인·퇴직연금 등),,,,,대전,상권쇠퇴
6,2,60,2,1.0,1.0,1,,1.0,,,,,,,1.0,1.0,,,,,,,,1,56,2,1,2003,5,2,,4,1,,,,,,,,,,,,,,,,,,,,,10,29,12,30.0,70.0,,,,100.0,2,1.0,500.0,40.0,,6.0,,,,,,,,,,,1,90,67,0.0,60.0,5.0,2.0,23,2,,2,,1.0,3.0,1,1.0,3.0,1.0,5.0,1,2.0,4.0,,,,,342.1956521739,285.8571428571,275.1548305553,38,2022,여,60대,개인,음식점 및 주점업,프랜차이즈 가맹점 아님,신규창업(현 사업체를 처음 설립),아니오,,"일을 하지 않았음(주부, 학생 등)",,,,,,,,,,,,,,,,,임차(전대차 포함),보증금 있는 월세(반전세 포함),활동사항 없음,,,,,,,,,,,예,아니오,아니오,상권쇠퇴,원재료비·재료매입비·매입원가,지원받음,자금지원,세제지원,재난지원금 등 보조금 지원,"전기, 가스, 수도 요금 등 공공요금 지원",계속운영,아니오,"저축(예금, 적금, 저축성 보험 등)",,,,,경남,상권쇠퇴
6,2,60,3,,3.0,1,,1.0,,,,,,,,,,2.0,,2.0,,,,1,56,2,1,2006,7,2,,4,1,,,,,,,,,,,,,,,,,,,,,8,22,12,,100.0,,,,100.0,2,1.0,1000.0,80.0,,6.0,,,,,,,,,,,2,98,63,48.0,0.0,10.0,5.0,35,2,,1,20.0,1.0,3.0,1,1.0,,1.0,5.0,1,1.0,6.0,,,,,795.8378378378,597.1904761905,1065.7654736842,21,2022,여,60대,개인,음식점 및 주점업,프랜차이즈 가맹점 아님,신규창업(현 사업체를 처음 설립),아니오,,"일을 하지 않았음(주부, 학생 등)",,,,,,,,,,,,,,,,,임차(전대차 포함),보증금 있는 월세(반전세 포함),활동사항 없음,,,,,,,,,,,아니오,아니오,예,상권쇠퇴,원재료비·재료매입비·매입원가,지원받음,자금지원,,재난지원금 등 보조금 지원,"전기, 가스, 수도 요금 등 공공요금 지원",계속운영,예,없음,,,,,부산,상권쇠퇴
6,2,60,3,,3.0,1,,1.0,,,,,,,2.0,,2.0,,,,,,,1,56,2,1,2012,3,2,,2,2,,,,,,,,,,,,,,,,,,,,,9,26,12,10.0,90.0,,,,100.0,1,,,,,1.0,2.0,,,,,,,,,,1,300,492,150.0,40.0,0.0,302.0,-192,2,,1,10.0,1.0,7.0,1,1.0,2.0,1.0,3.0,1,1.0,4.0,,,,,285.5135135135,270.7857142857,274.1037060771,34,2022,여,60대,개인,음식점 및 주점업,프랜차이즈 가맹점 아님,신규창업(현 사업체를 처음 설립),아니오,,같은 업종 사업자,,,,,,,,,,,,,,,,,소유,,"기술혁신(신제품 및 기술 개발, 서비스 개선, 공정 개선 등)","홍보활동(전단지 및 명함 배포, 현수막 설치 등 오프라인 홍보활동)",,,,,,,,,,예,아니오,예,상권쇠퇴,인력관리(채용의 어려움 등),지원받음,자금지원,인력지원,재난지원금 등 보조금 지원,종업원 임금 등 인건비 지원,계속운영,예,"저축(예금, 적금, 저축성 보험 등)",,,,,충남,상권쇠퇴
6,2,60,3,,3.0,1,,1.0,2.0,,2.0,,,,,,,,,,,,,1,56,2,1,1993,4,2,,3,1,,,,,,,,,,,,,,,,,,,,,10,29,12,40.0,60.0,,,,100.0,1,,,,,6.0,,,,,,,,,,,2,240,212,156.0,55.0,0.0,1.0,28,2,,2,,1.0,,1,1.0,,1.0,,1,1.0,4.0,,,,,415.6585365854,398.25,388.205125523,21,2022,여,60대,개인,음식점 및 주점업,프랜차이즈 가맹점 아님,신규창업(현 사업체를 처음 설립),아니오,,임금근로자,,,,,,,,,,,,,,,,,소유,,활동사항 없음,,,,,,,,,,,아니오,아니오,아니오,상권쇠퇴,,지원받음,자금지원,,재난지원금 등 보조금 지원,,계속운영,예,"저축(예금, 적금, 저축성 보험 등)",,,,,부산,상권쇠퇴
6,2,60,3,1.0,2.0,1,,1.0,,,,1.0,,1.0,,,,1.0,1.0,,,,,1,56,2,1,1999,9,1,5.0,4,1,,,,,,,,,,,,,,,,,,,,,5,28,12,10.0,90.0,,,,100.0,2,1.0,1800.0,140.0,,6.0,,,,,,,,,,,2,210,180,143.0,15.0,17.0,5.0,30,2,,1,5.0,1.0,3.0,1,2.0,3.0,1.0,3.0,1,1.0,1.0,4.0,,,,522.5595238095,495.3780068729,530.628259577,11,2022,여,60대,개인,음식점 및 주점업,프랜차이즈 가맹점 아님,신규창업(현 사업체를 처음 설립),예,"철거, 재건축 등","일을 하지 않았음(주부, 학생 등)",,,,,,,,,,,,,,,,,임차(전대차 포함),보증금 있는 월세(반전세 포함),활동사항 없음,,,,,,,,,,,아니오,아니오,예,상권쇠퇴,원재료비·재료매입비·매입원가,지원받음,인력지원,세제지원,재난지원금 등 보조금 지원,종업원 임금 등 인건비 지원,계속운영,예,연금(국민·공적·개인·퇴직연금 등),"저축(예금, 적금, 저축성 보험 등)",,,,서울,상권쇠퇴
6,2,60,3,1.0,2.0,1,,1.0,1.0,,1.0,,,,,,,1.0,1.0,,,,,1,56,2,2,2015,5,1,3.0,4,1,,,,,,,,,,,,,,,,,,,,,11,28,12,,100.0,,,,100.0,2,1.0,3500.0,200.0,,6.0,,,,,,,,,,,2,50,40,9.0,7.0,24.0,0.0,10,2,,1,240.0,1.0,2.0,1,1.0,3.0,1.0,5.0,4,,1.0,2.0,4.0,,,522.5595238095,495.3780068729,530.628259577,11,2022,여,60대,개인,음식점 및 주점업,프랜차이즈 가맹점 아님,인수창업(현 사업체의 운영·소유권 인수),예,임대인의 계약연장 거절,"일을 하지 않았음(주부, 학생 등)",,,,,,,,,,,,,,,,,임차(전대차 포함),보증금 있는 월세(반전세 포함),활동사항 없음,,,,,,,,,,,아니오,아니오,예,상권쇠퇴,동일 업종 경쟁심화,지원받음,자금지원,세제지원,재난지원금 등 보조금 지원,"전기, 가스, 수도 요금 등 공공요금 지원",은퇴(비경제활동),,연금(국민·공적·개인·퇴직연금 등),"부동산(토지, 건물 등)","저축(예금, 적금, 저축성 보험 등)",,,서울,상권쇠퇴
6,2,60,3,1.0,2.0,1,,1.0,1.0,1.0,,,,,,,,1.0,,1.0,,,,1,56,2,1,1998,4,2,,4,1,,,,,,,,,,,,,,,,,,,,,10,26,12,,100.0,,,,100.0,2,1.0,1000.0,70.0,,6.0,,,,,,,,,,,2,182,166,86.0,0.0,4.0,76.0,16,2,,1,2.0,1.0,3.0,1,1.0,3.0,4.0,5.0,1,2.0,1.0,,,,,204.7575757576,169.3538461538,177.8562098738,24,2022,여,60대,개인,음식점 및 주점업,프랜차이즈 가맹점 아님,신규창업(현 사업체를 처음 설립),아니오,,"일을 하지 않았음(주부, 학생 등)",,,,,,,,,,,,,,,,,임차(전대차 포함),보증금 있는 월세(반전세 포함),활동사항 없음,,,,,,,,,,,아니오,아니오,예,상권쇠퇴,원재료비·재료매입비·매입원가,지원받음,자금지원,세제지원,착한임대인 등 임대료 상생제도 마련,"전기, 가스, 수도 요금 등 공공요금 지원",계속운영,아니오,연금(국민·공적·개인·퇴직연금 등),,,,,광주,상권쇠퇴
6,2,60,3,1.0,2.0,1,,1.0,1.0,1.0,,,,,,,,1.0,,1.0,,,,1,56,2,1,2000,1,1,1.0,4,1,,,,,,,,,,,,,,,,,,,,,9,26,12,5.0,95.0,,,,100.0,2,1.0,1500.0,45.0,,2.0,,,,,,,,,,,2,240,206,157.0,36.0,5.0,8.0,34,2,,1,100.0,1.0,3.0,1,2.0,3.0,2.0,5.0,1,2.0,4.0,,,,,67.96,60.3333333333,55.6476782543,29,2022,여,60대,개인,음식점 및 주점업,프랜차이즈 가맹점 아님,신규창업(현 사업체를 처음 설립),예,사업확장,"일을 하지 않았음(주부, 학생 등)",,,,,,,,,,,,,,,,,임차(전대차 포함),보증금 있는 월세(반전세 포함),"홍보활동(전단지 및 명함 배포, 현수막 설치 등 오프라인 홍보활동)",,,,,,,,,,,아니오,아니오,예,상권쇠퇴,원재료비·재료매입비·매입원가,지원받음,인력지원,세제지원,정책자금 융자 확대,"전기, 가스, 수도 요금 등 공공요금 지원",계속운영,아니오,"저축(예금, 적금, 저축성 보험 등)",,,,,세종,상권쇠퇴
6,2,60,3,1.0,2.0,1,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,1,56,2,1,2014,12,2,,2,2,,,,,,,,,,,,,,,,,,,,,10,25,12,10.0,90.0,,,,100.0,1,,,,,6.0,,,,,,,,,,,2,84,55,21.0,30.0,0.0,4.0,29,2,,1,5.0,1.0,7.0,1,1.0,,2.0,6.0,1,2.0,4.0,,,,,400.0,326.8739495798,367.0476859988,23,2022,여,60대,개인,음식점 및 주점업,프랜차이즈 가맹점 아님,신규창업(현 사업체를 처음 설립),아니오,,같은 업종 사업자,,,,,,,,,,,,,,,,,소유,,활동사항 없음,,,,,,,,,,,아니오,아니오,예,상권쇠퇴,인력관리(채용의 어려움 등),지원받음,자금지원,,정책자금 융자 확대,"4대보험료, 국민연금 감면 등 사회보험료 완화, 지원",계속운영,아니오,"저축(예금, 적금, 저축성 보험 등)",,,,,인천,상권쇠퇴
6,2,60,3,1.0,2.0,1,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,1,56,2,1,2020,10,2,,2,3,2.0,1.0,0.0,5.0,5.0,5.0,3.0,1.0,1.0,1.0,2.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,50.0,50.0,11,26,12,50.0,50.0,,,,100.0,2,2.0,,16.0,,3.0,,,,,,,,,,,1,150,120,50.0,60.0,2.0,8.0,30,2,,1,50.0,1.0,7.0,1,2.0,4.0,3.0,7.0,1,1.0,1.0,4.0,,,,285.5135135135,270.7857142857,274.1037060771,34,2022,여,60대,개인,음식점 및 주점업,프랜차이즈 가맹점 아님,신규창업(현 사업체를 처음 설립),아니오,,같은 업종 사업자,자신만의 사업을 직접 경영하고 싶어서,100%(매우 중요),100%(매우 중요),100%(매우 중요),50%,수행,수행,수행,미수행,100%(매우 어려움),50%(어려움),50%(어려움),75%,50%(어려움),50%(어려움),75%,임차(전대차 포함),보증금 없는 월세,"직무능력개발(교육 및 훈련 참여, 컨설팅 받음, 자격증 취득 등)",,,,,,,,,,,예,아니오,예,상권쇠퇴,인력관리(채용의 어려움 등),지원받음,인력지원,기술지원,종업원 임금 등 인건비 지원,소상공인 재난보험 제도 신설,계속운영,예,연금(국민·공적·개인·퇴직연금 등),"저축(예금, 적금, 저축성 보험 등)",,,,충남,상권쇠퇴
6,2,60,3,2.0,1.0,1,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,1,56,2,1,2018,3,1,3.0,2,2,3.0,0.0,6.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,4.0,3.0,70.0,35.0,12,28,12,10.0,90.0,,,,100.0,2,1.0,1000.0,92.0,,2.0,,,,,,,,,,,2,108,91,32.0,36.0,11.0,12.0,17,2,,1,80.0,1.0,4.0,1,1.0,,1.0,5.0,1,2.0,1.0,2.0,,,,142.1538461538,128.0492957746,124.0665251891,39,2022,여,60대,개인,음식점 및 주점업,프랜차이즈 가맹점 아님,신규창업(현 사업체를 처음 설립),예,임대인의 계약연장 거절,같은 업종 사업자,수입이 더 많을거 같아서,50%,75%,50%,50%,미수행,미수행,미수행,미수행,50%(어려움),25%,75%,50%(어려움),25%,75%,50%(어려움),임차(전대차 포함),보증금 있는 월세(반전세 포함),"홍보활동(전단지 및 명함 배포, 현수막 설치 등 오프라인 홍보활동)",,,,,,,,,,,아니오,아니오,예,상권쇠퇴,최저임금 영향(인건비),지원받음,자금지원,,재난지원금 등 보조금 지원,"전기, 가스, 수도 요금 등 공공요금 지원",계속운영,아니오,연금(국민·공적·개인·퇴직연금 등),"부동산(토지, 건물 등)",,,,제주,상권쇠퇴
6,2,60,4,1.0,3.0,1,,1.0,,,,,,,2.0,,2.0,1.0,1.0,,,,,1,56,2,1,2017,2,2,,3,1,2.0,0.0,6.0,4.0,3.0,4.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,50.0,50.0,10,26,12,10.0,90.0,,,,100.0,2,1.0,3000.0,110.0,,6.0,,,,,,,,,,,2,79,67,6.0,36.0,13.0,12.0,12,2,,2,,1.0,4.0,1,1.0,,1.0,,1,2.0,4.0,,,,,415.6585365854,398.25,388.205125523,21,2022,여,60대,개인,음식점 및 주점업,프랜차이즈 가맹점 아님,신규창업(현 사업체를 처음 설립),아니오,,임금근로자,자신만의 사업을 직접 경영하고 싶어서,75%,50%,75%,50%,미수행,미수행,수행,미수행,50%(어려움),25%,25%,25%,25%,25%,25%,임차(전대차 포함),보증금 있는 월세(반전세 포함),활동사항 없음,,,,,,,,,,,아니오,아니오,아니오,상권쇠퇴,최저임금 영향(인건비),지원받음,자금지원,,재난지원금 등 보조금 지원,,계속운영,아니오,"저축(예금, 적금, 저축성 보험 등)",,,,,부산,상권쇠퇴
